ADDRESSCOUNTRYCODE,ADDRESSSTATECODE,CITY,LASTUPDATEDDATE,POSTALCODE,RECAREAADDRESSID,RECAREAADDRESSTYPE,RECAREAID,RECAREASTREETADDRESS1,RECAREASTREETADDRESS2,RECAREASTREETADDRESS3
"USA","CA","Needles","2017-06-20","92363","797095","","14856","Bureau of Land Management","Needles Field Office","1303 South U.S. Highway 95"
"USA","CA","Needles","2017-06-20","92363","797096","","14857","Bureau of Land Management","Needles Field Office","1303 South U.S. Highway 95"
"USA","CA","Needles","2017-06-20","92363","797099","","14860","Bureau of Land Management","Needles Field Office","1303 South U.S. Highway 95"
"USA","CA","Needles","2017-06-20","92363","797100","","14861","Bureau of Land Management","Needles Field Office","1303 South U.S. Hwy 95"
"USA","CA","Needles","2017-06-20","92363","797101","","14862","Bureau of Land Management","Needles Field Office","1303 South U.S. Highway 95"
"USA","CA","Needles","2017-06-20","92363","797106","","14868","Bureau of Land Management","Needles Field Office","1303 South U.S. Hwy 95"
"USA","CA","Needles","2017-06-20","92363","797107","","14866","Bureau of Land Management","Needles Field Office","1303 South U.S. Highway 95"
"USA","CA","Needles","2017-06-20","92363","797108","","14869","Bureau of Land Management","Needles Field Office","1303 South U.S. Hwy 95"
"USA","CA","Needles","2017-06-20","92363","797109","","14870","Bureau of Land Management","Needles Field Office","1303 South U.S. Hwy 95"
"USA","CA","Needles","2017-06-20","92363","797110","","14871","Bureau of Land Management","Needles Field Office","1303 South U.S. Hwy 95"
"USA","CA","Needles","2017-06-20","92363","797111","","14872","Bureau of Land Management","Needles Field Office","1303 South U.S. Hwy 95"
"USA","CA","Needles ","2017-06-20","92363","797112","","14873","Bureau of Land Management","Needles Field Office","1303 South U.S. Hwy 95"
"USA","CA","Needles","2017-06-20","92363","797114","","14875","Bureau of Land Management","Needles Field Office","1303 South U.S. Hwy 95"
"USA","CA","Susanville","2017-06-21","96130","797115","","14876","Bureau of Land Management","Eagle Lake Field Office","2550 Riverside Drive"
"USA","CA","Susanville","2017-06-22","96130","797116","","14877","Bureau of Land Management","Eagle Lake Field Office","2550 Riverside Drive"
"USA","CA","Susanville","2017-01-09","96130","797117","","14878","Eagle Lake Field Office","2550 Riverside Drive",""
"USA","CA","Susanville","2017-01-09","96130","797118","","14879","Eagle Lake Field Office","2550 Riverside Drive",""
"USA","CA","Susanville","2017-01-09","96130","797119","","14880","Eagle Lake Field Office","2550 Riverside Drive",""
"USA","CA","Susanville","2017-01-09","96130","797120","","14881","Eagle Lake Field Office","2550 Riverside Drive",""
"USA","CA","Susanville","2017-06-22","96130","797121","","14882","Bureau of Land Management","Eagle Lake Field Office","2550 Riverside Drive"
"USA","CA","Susanville","2017-08-14","96130","797123","","14884","Bureau of Land Management","Eagle Lake Field Office","2550 Riverside Drive"
"USA","CA","Susanville","2017-06-22","96130","797124","","14885","Bureau of Land Management","Eagle Lake Field Office","2550 Riverside Drive"
"USA","CA","Susanville","2017-06-22","96130","797126","","14887","Bureau of Land Management","Eagle Lake Field Office","2550 Riverside Drive"
"USA","CA","Susanville","2017-06-22","96130","797127","","14888","Bureau of Land Management","Eagle Lake Field Office","2550 Riverside Drive"
"USA","CA","Susanville","2017-06-22","96130","797128","","14889","Bureau of Land Management","Eagle Lake Field Office","2550 Riverside Drive"
"USA","CA","Susanville","2017-06-22","96130","797129","","14893","Bureau of Land Management","Eagle Lake Field Office","2550 Riverside Drive"
"USA","CA","Susanville","2017-06-22","96130","797130","","14894","Bureau of Land Management","Eagle Lake Field Office","2550 Riverside Drive"
"USA","CA","Susanville","2017-06-21","96130","797131","","14895","Eagle Lake Field Office","2550 Riverside Drive",""
"USA","CA","Bishop","2017-06-22","93546","797136","","14900","Bureau of Land Management","Bishop Field Office","351 Pacu Lane, Suite 100"
"USA","CA","Bishop","2017-06-22","93546","797137","","14901","Bureau of Land Management","Bishop Field Office","351 Pacu Lane, Suite 100"
"USA","CA","Ridgecrest","2017-06-21","93555","797139","","14903","Bureau of Land Management","Ridgecrest Field Office","300 S. Richmond Rd."
"USA","CA","Ridgecrest","2017-06-21","93555","797140","","14904","Bureau of Land Management","Ridgecrest Field Office","300 S. Richmond Rd. "
"USA","CA","Bishop","","93546","797141","","14902","Bishop Field Office","351 Pacu Lane, Suite 100",""
"USA","OR","Roseburg","2017-06-29","97471","799592","","1854","Roseburg District Office","777 NW Garden Valley Blvd."," "
"USA","OR","Roseburg","2017-06-19","97471","799593","","10031","Roseburg District Office","777 NW Garden Valley Blvd.",""
"USA","OR","Roseburg","2017-06-19","97471","803261","","10037","Roseburg District Office","777 NW Garden Valley Blvd.",""
"USA","CA","Death Valley Junction","2017-02-27","","805821","","13468","Barstow Field Office","",""
"USA","CA","Barstow","2017-02-27","92311","805822","","13472","Barstow Field Office","",""
"USA","ID","Boise","2017-05-17","83702","805824","","14916","","",""
"USA","ID","","2017-01-24","","805945","","14919","Morley Nelson Snake River Birds of Prey National Conservation Area","",""
"USA","ID","Cottonwood","2018-03-02","","805946","","14920","Cottonwood Field Office","2 Butte Drive",""
"USA","ID","","2017-01-24","","805948","","14922","Craters of the Moon National Monument","",""
"USA","ID","","2017-01-24","","805949","","14923","Bruneau Field Office","",""
"USA","ID","Twin Falls","2017-06-13","83301","805950","","14924","Jarbidge Field Office","2878 Addison Ave. East",""
"USA","ID","","2017-06-13","","805952","","14926","Bruneau Field Office","",""
"USA","ID","","2017-01-25","","805953","","14927","Bruneau Field Office","",""
"USA","ID","","2017-01-25","","805954","","14928","Bruneau Field Office","",""
"USA","ID","","2017-01-25","","805955","","14929","Bruneau Field Office","",""
"USA","ID","","2017-01-25","","805956","","14930","Upper Snake Field Office","",""
"USA","ID","","2017-01-25","","805957","","14931","Shoshone Field Office","",""
"USA","ID","","2017-01-25","","805958","","14932","Shoshone Field Office","",""
"USA","ID","","2017-01-25","","805959","","14933","Shoshone Field Office","",""
"USA","ID","","2017-01-25","","805960","","14934","Upper Snake Field Office","",""
"USA","ID","","2017-01-25","","805961","","14935","Challis Field Office","",""
"USA","ID","","2017-01-25","","805962","","14936","Four Rivers Field Office","",""
"USA","ID","","2017-01-25","","805963","","14937","Challis Field Office","",""
"USA","ID","","2017-01-25","","805964","","14938","Upper Snake Field Office","",""
"USA","ID","","2017-01-25","","805965","","14939","Upper Snake Field Office","",""
"USA","ID","","2017-01-25","","805966","","14940","Coeur d' Alene Field Office","",""
"USA","ID","","2017-01-25","","805967","","14941","Shoshone Field Office","",""
"USA","ID","","2017-01-25","","805968","","14942","Salmon Field Office","",""
"USA","ID","","2017-01-25","","805969","","14943","Shoshone Field Office","",""
"USA","ID","","2017-01-25","","805970","","14944","Challis Field Office","",""
"USA","ID","","2017-01-25","","805971","","14945","Shoshone Field Office","",""
"USA","ID","","2017-01-25","","805972","","14946","Shoshone Field Office","",""
"USA","ID","","2017-01-25","","805973","","14947","Coeur d' Alene Field Office","",""
"USA","ID","","2017-01-25","","805974","","14948","Craters of the Moon National Monument","",""
"USA","ID","","2017-01-25","","805975","","14949","Upper Snake Field Office","",""
"USA","ID","","2017-01-25","","805976","","14950","Upper Snake Field Office","",""
"USA","ID","","2017-01-25","","805977","","14951","Upper Snake Field Office","",""
"USA","ID","","2017-01-25","","805978","","14952","Four Rivers Field Office","",""
"USA","ID","","2017-01-25","","805979","","14953","Shoshone Field Office","",""
"USA","ID","","2017-01-25","","805980","","14954","Shoshone Field Office","",""
"USA","ID","","2017-01-25","","805981","","14955","Shoshone Field Office","",""
"USA","ID","","2017-01-25","","805982","","14956","Shoshone Field Office","",""
"USA","ID","","2017-01-25","","805983","","14957","Jarbidge Field Office
Burley Field Office","",""
"USA","ID","","2017-01-25","","805984","","14958","Cottonwood Field Office ","",""
"USA","ID","","2017-01-25","","805985","","14959","Pocatello Field Office","",""
"USA","ID","","2017-01-25","","805986","","14960","Shoshone Field Office","",""
"USA","ID","","2017-01-25","","805987","","14961","Shoshone Field Office","",""
"USA","ID","","2017-01-25","","805988","","14962","Upper Snake Field Office","",""
"USA","ID","","2017-01-25","","805989","","14963","Coeur d' Alene Field Office","",""
"USA","ID","","2017-01-25","","805990","","14964","Shoshone Field Office","",""
"USA","ID","","2017-01-25","","805991","","14965","Shoshone Field Office","",""
"USA","ID","","2017-01-25","","805993","","14967","Cottonwood Field Office","",""
"USA","ID","","2017-01-25","","805994","","14968","Upper Snake Field Office","",""
"USA","ID","","2017-01-25","","805995","","14969","Pocatello Field Office","",""
"USA","ID","","2018-02-23","","805996","","14970","Bruneau Field Office","",""
"USA","ID","","2018-02-23","","805997","","14971","Bruneau Field Office","",""
"USA","ID","Twin Falls","2018-02-23","83301","805998","","14972","Jarbidge Field Office","2878 Addison Ave. East",""
"USA","ID","","2018-02-23","","805999","","14973","Bruneau Field Office","",""
"USA","ID","","2018-02-23","","806000","","14974","Bruneau Field Office","",""
"USA","ID","","2018-02-23","","806001","","14975","Bruneau Field Office","",""
"USA","ID","","2018-02-23","","806002","","14976","Bruneau Field Office","",""
"USA","ID","Twin Falls","2018-02-23","83301","806003","","14977","Jarbidge Field Office","2878 Addison Ave. East",""
"USA","ID","","2018-02-23","","806004","","14978","Bruneau Field Office","",""
"USA","ID","","2018-02-23","","806005","","14979","Bruneau Field Office","",""
"USA","ID","","2018-02-23","","806006","","14980","Bruneau Field Office","",""
"USA","ID","","2017-01-25","","806007","","14981","Bruneau Field Office","",""
"USA","ID","","2018-02-23","","806008","","14982","Bruneau Field Office","",""
"USA","ID","","2018-02-23","","806009","","14983","Bruneau Field Office","",""
"USA","ID","","2018-02-23","","806010","","14984","Bruneau Field Office","",""
"USA","ID","","2017-01-25","","806011","","14985","Idaho State Office","",""
"USA","ID","","2017-01-25","","806012","","14986","Idaho State Office","",""
"USA","ID","","2017-01-25","","806013","","14987","Idaho State Office","",""
"USA","ID","","2017-01-25","","806014","","14988","Idaho State Office","",""
"USA","ID","Grand View","2017-05-22","83624","806015","","14989","Mud Flat Road","",""
"USA","ID","","2017-01-25","","806016","","14990","Four Rivers Field Office","",""
"USA","ID","Payette","2017-05-22","83661","806017","","14991","2576 Idaho State Highway 52","",""
"USA","ID","Weiser","2017-05-22","83672","806018","","14992","Olds Ferry Road","",""
"USA","ID","Melba","2017-06-20","83641","806019","","14993","5000 Victory Land","",""
"USA","ID","Murphy","2017-06-20","83650","806021","","14995","Idaho State Highway 78","",""
"USA","ID","Marsing","2017-05-22","83639","806022","","14996","South Jump Creek Road","",""
"USA","ID","Murphy","2017-06-20","83650","806023","","14997","Juniper Mountain Road","",""
"USA","ID","Murphy","2017-06-20","83650","806024","","14998","Idaho State Highway 78","",""
"USA","ID","","2017-06-20","","806025","","14999","Owyhee Field Office","",""
"USA","ID","Melba","2017-05-22","83641","806026","","15000","Wilson Creek Road","",""
"USA","ID","Coeur d'Alene","2017-06-20","","806032","","15006","Coeur d' Alene Field Office","3815 Schreiber Way",""
"USA","ID","Coeur d'Alene","2018-03-01","","806034","","15008","Coeur d' Alene Field Office","3815 Schreiber Way",""
"USA","ID","Challis","2017-06-21","","806035","","15009","Challis Field Office","721 East Main St Suite 8",""
"USA","ID","Challis","2017-06-21","","806036","","15010","Challis Field Office","721 East Main St Suite 8",""
"USA","ID","Challis","2017-06-21","","806037","","15011","Challis Field Office","721 East Main St  Suite 8",""
"USA","ID","","2017-05-09","","806038","","15012","Challis Field Office","",""
"USA","ID","Challis","2017-06-21","","806039","","15013","Challis Field Office","721 East Main St Suite 8",""
"USA","ID","","2017-01-25","","806040","","15014","Challis Field Office","",""
"USA","ID","Challis","2017-06-21","","806041","","15015","Challis Field Office","721 East Main St Suite 8",""
"USA","ID","Challis","2017-06-21","","806042","","15016","Challis Field Office","721 East Main St Suite 8",""
"USA","ID","Pocatello","2018-02-20","83204","806044","","15018","Pocatello Field Office","4350 Cliffs Dr",""
"USA","ID","Pocatello","2018-02-20","83204","806047","","15021","Pocatello Field Office","4350 Cliffs Drive",""
"USA","ID","Pocatello","2018-02-20","83204","806048","","15022","Pocatello Field Office","4350 Cliffs Dr",""
"USA","ID","Salmon","2017-06-22","","806055","","15029","Salmon Field Office","1206 South Challis Street",""
"USA","ID","Salmon","2017-06-22","","806056","","15030","Salmon Field Office","1206 South Challis Street",""
"USA","ID","Salmon","2017-06-22","","806057","","15031","Salmon Field Office","1206 South Challis Street",""
"USA","ID","Salmon","2017-06-22","","806058","","15032","Salmon Field Office","1206 South Challis Street",""
"USA","ID","Salmon","2017-06-22","","806059","","15033","Salmon Field Office","1206 South Challis Street",""
"USA","ID","Salmon","2017-06-22","","806060","","15034","Salmon Field Office","1206 South Challis Street",""
"USA","ID","Salmon","2017-06-22","","806061","","15035","Salmon Field Office","1206 South Challis Street",""
"USA","ID","Salmon","2017-06-22","","806062","","15036","Salmon Field Office","1206 South Challis Street",""
"USA","ID","Salmon","2017-06-22","","806063","","15037","Salmon Field Office","1206 South Challis Street",""
"USA","ID","Salmon","2017-07-10","","806064","","15038","Salmon Field Office","1206 S. Challis St",""
"USA","ID","Idaho Falls","2017-12-15","83401","806067","","15041","Upper Snake Field Office","1405 Hollipark Drive",""
